Band gap,j_twist_angle,j_num_atoms,j_max_strain,j_interlayer_distance,mono_name1,mono_name2,mat_name,l_a,l_b,l_c,l_alpha,l_beta,l_gamma
0.91,19.106,83,0.149,5.276,1BN-1,1PbBr2-1,1Pb9Br18B28N28-1,13.280509339956403,13.280800341718141,21.390711289948154,90.0,90.0,119.99895775891153
0.0,8.949,89,0.2,5.574,2C-1,1PbI2-1,1Pb9I18C62-1,13.733418868801063,13.733430784171931,21.79921931180167,90.0,90.0,119.99994218681832
0.0,13.898,66,0.244,7.154,1MoTe2-1,1BrSbTe-1,1Br9Sb9Mo13Te35-1,12.658146981893037,12.658455791744352,25.1471397075425,90.0,90.0,119.9991481747958
0.0,13.898,66,0.235,7.161,1WTe2-1,1BrSbTe-1,1Br9Sb9W13Te35-1,12.657210311395383,12.657233550271997,25.16579928489736,90.0,90.0,119.99867393389079
0.065,13.895,66,0.844,6.683,1MoSe2-1,1ClSbSe-1,1Cl9Sb9Mo13Se35-1,11.920670114722617,11.920678673974518,24.610174975961456,90.0,90.0,119.99995971728023
0.0,13.898,66,0.774,6.95,1MoTe2-1,1ClSbTe-1,1Cl9Sb9Mo13Te35-1,12.624895548173283,12.625200194819609,24.95820714807865,90.0,90.0,119.99532608197599
0.38,13.895,66,0.926,6.7,1WSe2-1,1ClSbSe-1,1Cl9Sb9W13Se35-1,11.910755335856942,11.910771384427704,24.634043960182666,90.0,90.0,119.99996747221287
0.136,13.899,66,0.787,7.222,1WTe2-1,1ClSbTe-1,1Cl9Sb9W13Te35-1,12.627593466410836,12.62759944478551,24.976866725433503,90.0,90.0,119.99998345266397
0.238,23.415,74,0.394,5.433,2C-1,2ClPt-1,2Cl9Pt9C19-1,10.765194808874506,10.765415014024251,22.22308877014359,90.0,90.0,119.99881163378143
0.247,23.413,74,0.963,5.797,2C-1,2GaS-1,2Ga9S9C19-1,10.776459311047894,10.776596188650498,22.651745261149102,90.0,90.0,119.99928679303432
0.25,19.107,92,0.19,6.453,2C-1,2InTe-1,2In9Te9C28-1,13.046058110304955,13.046134640351607,23.548894298738215,90.0,90.0,119.99959577924821
1.194,13.898,66,0.034,6.886,1MoSe2-1,1AsBrTe-1,1As9Br9Te9Mo13Se26-1,11.877089600146506,11.877089635172542,24.673492299817323,90.0,90.0,119.99989371823985
0.852,13.898,66,0.005,6.9,1WSe2-1,1AsBrTe-1,1As9Br9Te9W13Se26-1,11.872537934340073,11.872537932852394,24.69736128403853,90.0,90.0,120.00001903278813
0.0,13.896,66,0.934,6.595,1MoSe2-1,1AsClTe-1,1As9Cl9Te9Mo13Se26-1,11.833687107369743,11.833686793533525,24.516257745280853,90.0,90.0,119.99994205985874
0.76,13.896,66,0.91,6.867,1WSe2-1,1AsClTe-1,1As9Cl9Te9W13Se26-1,11.830850852623009,11.830855381321246,24.540126729502063,90.0,90.0,119.99992963408774
1.107,0.053,77,0.562,5.343,1BN-1,1BrSbTe-1,1Br9Sb9Te9B25N25-1,12.556767086145108,12.556766337562042,21.522194559136256,90.0,90.0,120.00002531475272
1.087,60.0,21,0.342,5.478,2HSi-1,1CdCl2-1,3CdCl2H2Si2-1,6.715787022881429,6.716482413762285,24.630590498890776,90.0,90.0,119.99334332745106
0.001,30.0,9,0.278,5.467,2C-1,1GeI2-1,1GeI2C6-1,4.27040618264658,4.270418103324265,21.516879638193174,90.0,90.0,119.99994374936257
0.0,29.998,15,0.834,5.868,2CH-1,1PbBr2-1,1PbBr2C6H6-1,4.396366454836546,4.396436943485156,24.070011506374637,90.0,90.0,119.99807642966744
0.251,0.0,4,0.958,3.584,1BN-1,2C-1,1BNC2-1,2.4853574677453,2.485426695865856,18.00000003225346,90.0,90.0,119.99905131477033
3.354,0.0,6,0.624,4.14,1BN-1,2CH-1,1BNC2H2-1,2.5194514894243834,2.51956285115928,20.679300216426487,90.0,90.0,119.99516998175382
1.365,60.0,18,0.559,7.506,1CaI2-1,1PbBr2-1,3CaPbBr2I2-1,7.7217506322906555,7.721778233275671,24.96459644157573,90.0,90.0,119.99988820519498
1.267,0.0,6,0.137,6.759,1MoS2-1,1WS2-1,1MoWS4-1,3.170261562010023,3.1702886785249156,24.28562935836983,90.0,90.0,119.99961164860683
1.017,0.0,6,0.039,7.101,1MoSe2-1,1WSe2-1,1MoWSe4-1,3.29391159974963,3.293927956713642,24.719812975946557,90.0,90.0,119.99983647989345
0.643,0.0,6,0.014,7.756,1MoTe2-1,1WTe2-1,1MoWTe4-1,3.5142947942154903,3.5143009743241,25.26854987416735,90.0,90.0,119.99993062312795
0.785,60.0,16,0.015,6.588,2HSi-1,2InS-1,4HInSSi-1,3.8879490729328543,6.734114371024508,26.89080528092991,90.0,90.0,90.00032661837253
0.755,0.0,16,0.052,6.627,2HSi-1,2InS-2,4HInSSi-2,3.8905437088945436,6.738615516101046,26.89334647146453,90.0,90.0,90.0002517859917
1.345,0.0,21,0.281,5.86,2HSi-1,1AsClTe-1,3AsClTeH2Si2-1,6.750059757483335,6.750059833526013,24.897739087810116,90.0,90.0,119.99998912286857
0.225,0.0,18,0.288,5.845,1PtSe2-1,1AsClSe-1,3AsClPtSe3-1,6.453467621326859,6.453475740245385,23.75039122835919,90.0,90.0,119.99923853745659
